i j d
164 129 34.99
129 165 41.42
165 129 41.42
129 166 48.18
166 129 48.18
129 167 59.71
167 129 59.71
129 168 64.92
168 129 64.92
129 169 71.18
169 129 71.18
129 170 78.39
170 129 78.39
129 171 85.07
171 129 85.07
129 172 90.46
172 129 90.46
129 173 94.44
173 129 94.44
129 174 99.52
174 129 99.52
129 175 106.33
175 129 106.33
129 176 119.69
176 129 119.69
129 177 119.47
177 129 119.47
129 178 112.87
178 129 112.87
129 179 106.35
179 129 106.35
129 180 99.63
180 129 99.63
129 181 92.95
181 129 92.95
129 182 86.16
182 129 86.16
129 183 79.58
183 129 79.58
129 184 71.43
184 129 71.43
129 185 56.46
185 129 56.46
129 186 51.03
186 129 51.03
129 187 44.41
187 129 44.41
129 188 30.93
188 129 30.93
129 189 24.42
189 129 24.42
129 190 18.75
190 129 18.75
129 191 13.93
191 129 13.93
129 192 9.11
192 129 9.11
129 193 6.0
193 129 6.0
129 194 8.9
194 129 8.9
129 195 15.95
195 129 15.95
129 196 35.37
196 129 35.37
129 197 41.74
197 129 41.74
129 198 48.46
198 129 48.46
129 199 59.93
199 129 59.93
129 200 65.13
200 129 65.13
129 201 71.37
201 129 71.37
129 202 78.56
202 129 78.56
129 203 85.23
203 129 85.23
129 204 90.61
204 129 90.61
129 205 94.58
205 129 94.58
129 206 99.65
206 129 99.65
129 207 106.46
207 129 106.46
129 208 119.8
208 129 119.8
129 209 119.58
209 129 119.58
129 210 112.99
210 129 112.99
129 211 106.48
211 129 106.48
129 212 99.76
212 129 99.76
129 213 93.09
213 129 93.09
129 214 86.32
214 129 86.32
129 215 79.75
215 129 79.75
129 216 71.62
216 129 71.62
129 217 56.7
217 129 56.7
129 218 51.29
218 129 51.29
129 219 44.71
219 129 44.71
129 220 31.36
220 129 31.36
129 221 24.96
221 129 24.96
129 222 19.46
222 129 19.46
129 223 14.86
223 129 14.86
129 224 11.32
224 129 11.32
129 225 9.0
225 129 9.0
129 226 11.15
226 129 11.15
129 227 17.3
227 129 17.3
129 228 36.0
228 129 36.0
129 229 42.28
229 129 42.28
129 230 48.92
230 129 48.92
129 231 60.31
231 129 60.31
129 232 65.47
232 129 65.47
129 233 71.69
233 129 71.69
129 234 78.85
234 129 78.85
129 235 85.5
235 129 85.5
129 236 90.86
236 129 90.86
129 237 94.82
237 129 94.82
129 238 99.88
238 129 99.88
129 239 106.67
239 129 106.67
129 240 119.99
240 129 119.99
129 241 119.77
241 129 119.77
129 242 113.19
242 129 113.19
129 243 106.69
243 129 106.69
129 244 99.99
244 129 99.99
129 245 93.33
245 129 93.33
129 246 86.58
246 129 86.58
129 247 80.03
247 129 80.03
129 248 71.94
248 129 71.94
129 249 57.09
249 129 57.09
129 250 51.73
250 129 51.73
129 251 45.21
251 129 45.21
129 252 32.07
252 129 32.07
129 253 25.85
253 129 25.85
129 254 20.58
254 129 20.58
129 255 16.31
255 129 16.31
129 256 13.82
256 129 13.82
129 257 12.0
257 129 12.0
129 258 13.69
258 129 13.69
129 259 19.04
259 129 19.04
129 260 36.87
260 129 36.87
129 261 43.02
261 129 43.02
129 262 49.56
262 129 49.56
129 263 60.83
263 129 60.83
129 264 65.95
264 129 65.95
129 265 72.13
265 129 72.13
129 266 79.24
266 129 79.24
129 267 85.86
267 129 85.86
129 268 91.2
268 129 91.2
129 269 95.15
269 129 95.15
129 270 100.19
270 129 100.19
129 271 106.97
271 129 106.97
129 272 120.25
272 129 120.25
129 273 120.03
273 129 120.03
129 274 113.47
274 129 113.47
129 275 106.99
275 129 106.99
129 276 100.3
276 129 100.3
129 277 93.67
277 129 93.67
129 278 86.94
278 129 86.94
129 279 80.42
279 129 80.42
129 280 72.37
280 129 72.37
129 281 57.64
281 129 57.64
129 282 52.33
282 129 52.33
129 283 45.91
283 129 45.91
129 284 33.04
284 129 33.04
129 285 27.04
285 129 27.04
129 286 22.06
286 129 22.06
129 287 18.14
287 129 18.14
129 288 16.49
288 129 16.49
129 289 15.0
289 129 15.0
129 290 16.38
290 129 16.38
129 291 21.06
291 129 21.06
129 292 37.95
292 129 37.95
129 293 43.95
293 129 43.95
129 294 50.38
294 129 50.38
129 295 61.49
295 129 61.49
129 296 66.56
296 129 66.56
129 297 72.68
297 129 72.68
129 298 79.75
298 129 79.75
129 299 86.33
299 129 86.33
129 300 91.65
300 129 91.65
129 301 95.57
301 129 95.57
129 302 100.59
302 129 100.59
129 303 107.34
303 129 107.34
129 304 120.59
304 129 120.59
129 305 120.37
305 129 120.37
129 306 113.82
306 129 113.82
129 307 107.36
307 129 107.36
129 308 100.7
308 129 100.7
129 309 94.1
309 129 94.1
129 310 87.41
310 129 87.41
129 311 80.92
311 129 80.92
129 312 72.93
312 129 72.93
129 313 58.34
313 129 58.34
129 314 53.1
314 129 53.1
129 315 46.78
315 129 46.78
129 316 34.24
316 129 34.24
129 317 28.5
317 129 28.5
129 318 23.82
318 129 23.82
129 319 20.25
319 129 20.25
129 320 19.26
320 129 19.26
129 321 18.0
321 129 18.0
129 322 19.16
322 129 19.16
129 323 23.29
323 129 23.29
129 324 39.23
324 129 39.23
129 325 45.06
325 129 45.06
129 326 51.35
326 129 51.35
129 327 62.29
327 129 62.29
129 328 67.3
328 129 67.3
129 329 73.36
329 129 73.36
129 330 80.37
330 129 80.37
129 331 86.9
331 129 86.9
129 332 92.18
332 129 92.18
129 333 96.09
333 129 96.09
129 334 101.09
334 129 101.09
129 335 107.8
335 129 107.8
129 336 121.0
336 129 121.0
129 337 120.78
337 129 120.78
129 338 114.26
338 129 114.26
129 339 107.82
339 129 107.82
129 340 101.19
340 129 101.19
129 341 94.63
341 129 94.63
129 342 87.97
342 129 87.97
129 343 81.53
343 129 81.53
129 344 73.6
344 129 73.6
129 345 59.18
345 129 59.18
129 346 54.03
346 129 54.03
129 347 47.83
347 129 47.83
129 348 35.66
348 129 35.66
129 349 30.18
349 129 30.18
129 350 25.82
350 129 25.82
129 351 22.56
351 129 22.56
129 352 22.09
352 129 22.09
129 353 21.0
353 129 21.0
129 354 22.01
354 129 22.01
129 355 25.68
355 129 25.68
129 356 40.7
356 129 40.7
129 357 46.34
357 129 46.34
129 358 52.48
358 129 52.48
129 359 63.22
359 129 63.22
129 360 68.17
360 129 68.17
129 361 74.16
361 129 74.16
129 362 81.1
362 129 81.1
129 363 87.58
363 129 87.58
129 364 92.82
364 129 92.82
129 365 96.7
365 129 96.7
129 366 101.66
366 129 101.66
129 367 108.34
367 129 108.34
129 368 121.48
368 129 121.48
129 369 121.26
369 129 121.26
129 370 114.77
370 129 114.77
129 371 108.36
371 129 108.36
129 372 101.77
372 129 101.77
129 373 95.24
373 129 95.24
129 374 88.63
374 129 88.63
129 375 82.25
375 129 82.25
129 376 74.4
376 129 74.4
129 377 60.16
377 129 60.16
129 378 55.1
378 129 55.1
129 379 49.03
379 129 49.03
129 380 37.26
380 129 37.26
129 381 32.06
381 129 32.06
129 382 27.99
382 129 27.99
129 383 25.02
383 129 25.02
130 131 8.2
131 130 8.2
130 132 28.51
132 130 28.51
130 133 34.96
133 130 34.96
130 134 41.74
134 130 41.74
130 135 53.28
135 130 53.28
130 136 58.5
136 130 58.5
130 137 64.77
137 130 64.77
130 138 71.98
138 130 71.98
130 139 78.67
139 130 78.67
130 140 84.06
140 130 84.06
130 141 88.04
141 130 88.04
130 142 93.12
142 130 93.12
130 143 99.94
143 130 99.94
130 144 113.3
144 130 113.3
130 145 118.77
145 130 118.77
130 146 116.08
146 130 116.08
130 147 109.56
147 130 109.56
130 148 102.83
148 130 102.83
130 149 96.15
149 130 96.15
130 150 89.36
150 130 89.36
130 151 82.77
151 130 82.77
130 152 74.62
152 130 74.62
130 153 59.63
153 130 59.63
130 154 54.19
154 130 54.19
130 155 47.56
155 130 47.56
130 156 33.67
156 130 33.67
130 157 27.81
157 130 27.81
130 158 23.01
158 130 23.01
130 159 19.27
159 130 19.27
130 160 13.77
160 130 13.77
130 161 7.23
161 130 7.23
130 162 3.0
162 130 3.0
130 163 8.73
163 130 8.73
130 164 28.67
164 130 28.67
130 165 35.09
165 130 35.09
130 166 41.85
166 130 41.85
130 167 53.36
167 130 53.36
130 168 58.58
168 130 58.58
130 169 64.84
169 130 64.84
130 170 72.04
170 130 72.04
130 171 78.73
171 130 78.73
130 172 84.11
172 130 84.11
130 173 88.09
173 130 88.09
130 174 93.17
174 130 93.17
130 175 99.99
175 130 99.99
130 176 113.34
176 130 113.34
130 177 118.81
177 130 118.81
130 178 116.12
178 130 116.12
130 179 109.6
179 130 109.6
130 180 102.87
180 130 102.87
130 181 96.2
181 130 96.2
130 182 89.41
182 130 89.41
130 183 82.82
183 130 82.82
130 184 74.68
184 130 74.68
130 185 59.71
185 130 59.71
130 186 54.27
186 130 54.27
130 187 47.65
187 130 47.65
130 188 33.8
188 130 33.8
130 189 27.97
189 130 27.97
130 190 23.2
190 130 23.2
130 191 19.5
191 130 19.5
130 192 14.72
192 130 14.72
130 193 8.9
193 130 8.9
130 194 6.0
194 130 6.0
130 195 10.16
195 130 10.16
130 196 29.13
196 130 29.13
130 197 35.47
197 130 35.47
130 198 42.17
198 130 42.17
130 199 53.62
199 130 53.62
130 200 58.81
200 130 58.81
130 201 65.05
201 130 65.05
130 202 72.23
202 130 72.23
130 203 78.9
203 130 78.9
130 204 84.27
204 130 84.27
130 205 88.24
205 130 88.24
130 206 93.31
206 130 93.31
130 207 100.12
207 130 100.12
130 208 113.46
208 130 113.46
130 209 118.92
209 130 118.92
130 210 116.23
210 130 116.23
130 211 109.72
211 130 109.72
130 212 103.0
212 130 103.0
130 213 96.34
213 130 96.34
130 214 89.56
214 130 89.56
130 215 82.99
215 130 82.99
130 216 74.86
216 130 74.86
130 217 59.93
217 130 59.93
130 218 54.52
218 130 54.52
130 219 47.94
219 130 47.94
130 220 34.2
220 130 34.2
130 221 28.45
221 130 28.45
130 222 23.78
222 130 23.78
130 223 20.18
223 130 20.18
130 224 16.18
224 130 16.18
130 225 11.15
225 130 11.15
130 226 9.0
226 130 9.0
130 227 12.18
227 130 12.18
130 228 29.9
228 130 29.9
130 229 36.1
229 130 36.1
130 230 42.7
230 130 42.7
130 231 54.03
231 130 54.03
130 232 59.19
232 130 59.19
130 233 65.39
233 130 65.39
130 234 72.54
234 130 72.54
130 235 79.18
235 130 79.18
130 236 84.54
236 130 84.54
130 237 88.5
237 130 88.5
130 238 93.55
238 130 93.55
130 239 100.34
239 130 100.34
130 240 113.66
240 130 113.66
130 241 119.11
241 130 119.11
130 242 116.43
242 130 116.43
130 243 109.93
243 130 109.93
130 244 103.22
244 130 103.22
130 245 96.57
245 130 96.57
130 246 89.81
246 130 89.81
130 247 83.26
247 130 83.26
130 248 75.16
248 130 75.16
130 249 60.31
249 130 60.31
130 250 54.93
250 130 54.93
130 251 48.4
251 130 48.4
130 252 34.85
252 130 34.85
130 253 29.23
253 130 29.23
130 254 24.71
254 130 24.71
130 255 21.27
255 130 21.27
130 256 18.02
256 130 18.02
130 257 13.69
257 130 13.69
130 258 12.0
258 130 12.0
130 259 14.53
259 130 14.53
130 260 30.93
260 130 30.93
130 261 36.96
261 130 36.96
130 262 43.43
262 130 43.43
130 263 54.61
263 130 54.61
130 264 59.72
264 130 59.72
130 265 65.87
265 130 65.87
130 266 72.97
266 130 72.97
130 267 79.58
267 130 79.58
130 268 84.91
268 130 84.91
130 269 88.85
269 130 88.85
130 270 93.89
270 130 93.89
130 271 100.66
271 130 100.66
130 272 113.93
272 130 113.93
130 273 119.37
273 130 119.37
130 274 116.7
274 130 116.7
130 275 110.22
275 130 110.22
130 276 103.53
276 130 103.53
130 277 96.9
277 130 96.9
130 278 90.16
278 130 90.16
130 279 83.64
279 130 83.64
130 280 75.58
280 130 75.58
130 281 60.83
281 130 60.83
130 282 55.5
282 130 55.5
130 283 49.05
283 130 49.05
130 284 35.74
284 130 35.74
130 285 30.29
285 130 30.29
130 286 25.95
286 130 25.95
130 287 22.7
287 130 22.7
130 288 20.14
288 130 20.14
130 289 16.38
289 130 16.38
130 290 15.0
290 130 15.0
130 291 17.1
291 130 17.1
130 292 32.22
292 130 32.22
130 293 38.04
293 130 38.04
130 294 44.35
294 130 44.35
130 295 55.35
295 130 55.35
130 296 60.39
296 130 60.39
130 297 66.48
297 130 66.48
130 298 73.53
298 130 73.53
130 299 80.09
299 130 80.09
130 300 85.39
300 130 85.39
130 301 89.31
301 130 89.31
130 302 94.32
302 130 94.32
130 303 101.06
303 130 101.06
130 304 114.29
304 130 114.29
130 305 119.71
305 130 119.71
130 306 117.05
306 130 117.05
130 307 110.58
307 130 110.58
130 308 103.92
308 130 103.92
130 309 97.31
309 130 97.31
130 310 90.61
310 130 90.61
130 311 84.12
311 130 84.12
130 312 76.11
312 130 76.11
130 313 61.49
313 130 61.49
130 314 56.23
314 130 56.23
130 315 49.87
315 130 49.87
130 316 36.86
316 130 36.86
130 317 31.6
317 130 31.6
130 318 27.47
318 130 27.47
130 319 24.42
319 130 24.42
130 320 22.46
320 130 22.46
130 321 19.16
321 130 19.16
130 322 18.0
322 130 18.0
130 323 19.78
323 130 19.78
130 324 33.72
324 130 33.72
130 325 39.32
325 130 39.32
130 326 45.46
326 130 45.46
130 327 56.24
327 130 56.24
130 328 61.21
328 130 61.21
130 329 67.22
329 130 67.22
130 330 74.2
330 130 74.2
130 331 80.7
331 130 80.7
130 332 85.97
332 130 85.97
130 333 89.86
333 130 89.86
130 334 94.84
334 130 94.84
130 335 101.55
335 130 101.55
130 336 114.72
336 130 114.72
130 337 120.13
337 130 120.13
130 338 117.47
338 130 117.47
130 339 111.03
339 130 111.03
130 340 104.39
340 130 104.39
130 341 97.82
341 130 97.82
130 342 91.15
342 130 91.15
130 343 84.7
343 130 84.7
130 344 76.76
344 130 76.76
130 345 62.29
345 130 62.29
130 346 57.1
346 130 57.1
130 347 50.85
347 130 50.85
130 348 38.18
348 130 38.18
130 349 33.13
349 130 33.13
130 350 29.21
350 130 29.21
130 351 26.37
351 130 26.37
130 352 24.93
352 130 24.93
130 353 22.01
353 130 22.01
130 354 21.0
354 130 21.0
130 355 22.54
355 130 22.54
130 356 35.41
356 130 35.41
130 357 40.78
357 130 40.78
130 358 46.73
358 130 46.73
130 359 57.27
359 130 57.27
130 360 62.16
360 130 62.16
130 361 68.09
361 130 68.09
130 362 74.98
362 130 74.98
130 363 81.42
363 130 81.42
130 364 86.64
364 130 86.64
130 365 90.51
365 130 90.51
130 366 95.46
366 130 95.46
130 367 102.12
367 130 102.12
130 368 115.23
368 130 115.23
130 369 120.61
369 130 120.61
130 370 117.96
370 130 117.96
130 371 111.55
371 130 111.55
130 372 104.95
372 130 104.95
130 373 98.42
373 130 98.42
130 374 91.79
374 130 91.79
130 375 85.39
375 130 85.39
130 376 77.52
376 130 77.52
130 377 63.22
377 130 63.22
130 378 58.12
378 130 58.12
130 379 51.99
379 130 51.99
130 380 39.68
380 130 39.68
130 381 34.85
381 130 34.85
130 382 31.15
382 130 31.15
130 383 28.5
383 130 28.5
131 132 21.48
132 131 21.48
131 133 27.93
133 131 27.93
131 134 34.71
134 131 34.71
131 135 46.25
135 131 46.25
131 136 51.47
136 131 51.47
131 137 57.74
137 131 57.74
131 138 64.95
138 131 64.95
131 139 71.64
139 131 71.64
131 140 77.03
140 131 77.03
131 141 81.01
141 131 81.01
131 142 86.09
142 131 86.09
131 143 92.91
143 131 92.91
131 144 106.27
144 131 106.27
131 145 111.74
145 131 111.74
131 146 118.07
146 131 118.07
131 147 114.69
147 131 114.69
131 148 107.96
148 131 107.96
131 149 101.28
149 131 101.28
131 150 94.49
150 131 94.49
131 151 87.9
151 131 87.9
131 152 79.75
152 131 79.75
131 153 64.76
153 131 64.76
131 154 59.32
154 131 59.32
131 155 52.69
155 131 52.69
131 156 38.57
156 131 38.57
131 157 33.57
157 131 33.57
131 158 29.71
158 131 29.71
131 159 26.93
159 131 26.93
131 160 21.85
160 131 21.85
131 161 15.08
161 131 15.08
131 162 8.73
162 131 8.73
131 163 3.0
163 131 3.0
131 164 21.69
164 131 21.69
131 165 28.09
165 131 28.09
131 166 34.84
166 131 34.84
131 167 46.35
167 131 46.35
131 168 51.56
168 131 51.56
131 169 57.82
169 131 57.82
131 170 65.02
170 131 65.02
131 171 71.7
171 131 71.7
131 172 77.09
172 131 77.09
131 173 81.07
173 131 81.07
131 174 86.14
174 131 86.14
131 175 92.96
175 131 92.96
131 176 106.31
176 131 106.31
131 177 111.78
177 131 111.78
131 178 118.11
178 131 118.11
131 179 114.73
179 131 114.73
131 180 108.0
180 131 108.0
131 181 101.32
181 131 101.32
131 182 94.54
182 131 94.54
131 183 87.95
183 131 87.95
131 184 79.81
184 131 79.81
131 185 64.83
185 131 64.83
131 186 59.4
186 131 59.4
131 187 52.78
187 131 52.78
131 188 38.69
188 131 38.69
131 189 33.7
189 131 33.7
131 190 29.86
190 131 29.86
131 191 27.1
191 131 27.1
131 192 22.46
192 131 22.46
131 193 15.95
193 131 15.95
131 194 10.16
194 131 10.16
131 195 6.0
195 131 6.0
131 196 22.3
196 131 22.3
131 197 28.57
197 131 28.57
131 198 35.22
198 131 35.22
131 199 46.64
199 131 46.64
131 200 51.82
200 131 51.82
131 201 58.05
201 131 58.05
131 202 65.23
202 131 65.23
131 203 71.89
203 131 71.89
131 204 77.26
204 131 77.26
131 205 81.23
205 131 81.23
131 206 86.3
206 131 86.3
131 207 93.1
207 131 93.1
131 208 106.44
208 131 106.44
131 209 111.9
209 131 111.9
131 210 118.22
210 131 118.22
131 211 114.85
211 131 114.85
131 212 108.13
212 131 108.13
131 213 101.46
213 131 101.46
131 214 94.68
214 131 94.68
131 215 88.1
215 131 88.1
131 216 79.98
216 131 79.98
131 217 65.04
217 131 65.04
131 218 59.62
218 131 59.62
131 219 53.03
219 131 53.03
131 220 39.03
220 131 39.03
131 221 34.1
221 131 34.1
131 222 30.31
222 131 30.31
131 223 27.59
223 131 27.59
131 224 23.44
224 131 23.44
131 225 17.3
225 131 17.3
131 226 12.18
226 131 12.18
131 227 9.0
227 131 9.0
131 228 23.29
228 131 23.29
131 229 29.34
229 131 29.34
131 230 35.86
230 131 35.86
131 231 47.12
231 131 47.12
131 232 52.25
232 131 52.25
131 233 58.44
233 131 58.44
131 234 65.57
234 131 65.57
131 235 72.2
235 131 72.2
131 236 77.55
236 131 77.55
131 237 81.51
237 131 81.51
131 238 86.56
238 131 86.56
131 239 93.34
239 131 93.34
131 240 106.65
240 131 106.65
131 241 112.1
241 131 112.1
131 242 118.41
242 131 118.41
131 243 115.04
243 131 115.04
131 244 108.33
244 131 108.33
131 245 101.68
245 131 101.68
131 246 94.92
246 131 94.92
131 247 88.36
247 131 88.36
131 248 80.26
248 131 80.26
131 249 65.38
249 131 65.38
131 250 60.0
250 131 60.0
131 251 53.45
251 131 53.45
131 252 39.61
252 131 39.61
131 253 34.76
253 131 34.76
131 254 31.04
254 131 31.04
131 255 28.39
255 131 28.39
131 256 24.74
256 131 24.74
131 257 19.04
257 131 19.04
131 258 14.53
258 131 14.53
131 259 12.0
259 131 12.0
131 260 24.6
260 131 24.6
131 261 30.4
261 131 30.4
131 262 36.73
262 131 36.73
131 263 47.78
263 131 47.78
131 264 52.85
264 131 52.85
131 265 58.97
265 131 58.97
131 266 66.05
266 131 66.05
131 267 72.64
267 131 72.64
131 268 77.96
268 131 77.96
131 269 81.89
269 131 81.89
131 270 86.92
270 131 86.92
131 271 93.68
271 131 93.68
131 272 106.95
272 131 106.95
131 273 112.38
273 131 112.38
131 274 118.68
274 131 118.68
131 275 115.32
275 131 115.32
131 276 108.62
276 131 108.62
131 277 101.99
277 131 101.99
131 278 95.25
278 131 95.25
131 279 88.72
279 131 88.72
131 280 80.65
280 131 80.65
131 281 65.86
281 131 65.86
131 282 60.52
282 131 60.52
131 283 54.04
283 131 54.04
131 284 40.39
284 131 40.39
131 285 35.65
285 131 35.65
131 286 32.04
286 131 32.04
131 287 29.48
287 131 29.48
131 288 26.33
288 131 26.33
131 289 21.06
289 131 21.06
131 290 17.1
290 131 17.1
131 291 15.0
291 131 15.0
131 292 26.2
292 131 26.2
131 293 31.7
293 131 31.7
131 294 37.81
294 131 37.81
131 295 48.62
295 131 48.62
131 296 53.61
296 131 53.61
131 297 59.66
297 131 59.66
131 298 66.66
298 131 66.66
131 299 73.19
299 131 73.19
131 300 78.48
300 131 78.48
131 301 82.39
301 131 82.39
131 302 87.39
302 131 87.39
131 303 94.11
303 131 94.11
131 304 107.32
304 131 107.32
131 305 112.74
305 131 112.74
131 306 119.02
306 131 119.02
131 307 115.67
307 131 115.67
131 308 109.0
308 131 109.0
131 309 102.38
309 131 102.38
131 310 95.67
310 131 95.67
131 311 89.17
311 131 89.17
131 312 81.15
312 131 81.15
131 313 66.47
313 131 66.47
131 314 61.19
314 131 61.19
131 315 54.78
315 131 54.78
131 316 41.38
316 131 41.38
131 317 36.77
317 131 36.77
131 318 33.28
318 131 33.28
131 319 30.83
319 131 30.83
131 320 28.15
320 131 28.15
131 321 23.29
321 131 23.29
131 322 19.78
322 131 19.78
131 323 18.0
323 131 18.0
131 324 28.02
324 131 28.02
131 325 33.23
325 131 33.23
131 326 39.1
326 131 39.1
131 327 49.63
327 131 49.63
131 328 54.53
328 131 54.53
131 329 60.48
329 131 60.48
131 330 67.4
330 131 67.4
131 331 73.87
331 131 73.87
131 332 79.11
332 131 79.11
131 333 82.99
333 131 82.99
131 334 87.95
334 131 87.95
131 335 94.64
335 131 94.64
131 336 107.78
336 131 107.78
131 337 113.18
337 131 113.18
131 338 119.43
338 131 119.43
131 339 116.09
339 131 116.09
131 340 109.45
340 131 109.45
131 341 102.87
341 131 102.87
131 342 96.19
342 131 96.19
131 343 89.72
343 131 89.72
131 344 81.76
344 131 81.76
131 345 67.22
345 131 67.22
131 346 61.99
346 131 61.99
131 347 55.68
347 131 55.68
131 348 42.56
348 131 42.56
131 349 38.09
349 131 38.09
131 350 34.74
350 131 34.74
131 351 32.39
351 131 32.39
131 352 30.15
352 131 30.15
131 353 25.68
353 131 25.68
131 354 22.54
354 131 22.54
131 355 21.0
355 131 21.0
131 356 30.04
356 131 30.04
131 357 34.94
357 131 34.94
131 358 40.57
358 131 40.57
131 359 50.79
359 131 50.79
131 360 55.59
360 131 55.59
131 361 61.44
361 131 61.44
131 362 68.26
362 131 68.26
131 363 74.65
363 131 74.65
131 364 79.84
364 131 79.84
131 365 83.69
365 131 83.69
131 366 88.61
366 131 88.61
131 367 95.25
367 131 95.25
131 368 108.33
368 131 108.33
131 369 113.7
369 131 113.7
131 370 119.92
370 131 119.92
131 371 116.6
371 131 116.6
131 372 109.98
372 131 109.98
131 373 103.43
373 131 103.43
131 374 96.8
374 131 96.8
131 375 90.37
375 131 90.37
131 376 82.47
376 131 82.47
131 377 68.08
377 131 68.08
131 378 62.93
378 131 62.93
131 379 56.72
379 131 56.72
131 380 43.92
380 131 43.92
131 381 39.6
381 131 39.6
131 382 36.38
382 131 36.38
131 383 34.15
383 131 34.15
132 133 6.58
133 132 6.58
132 134 13.44
134 132 13.44
132 135 25.59
135 132 25.59
132 136 30.81
